Wall time,Step,Value
1744472305.3937876,1325056,-152.5992431640625
1744472330.5801709,1327104,-149.35882568359375
1744472355.8189414,1329152,-151.3134002685547
1744472382.0673444,1331200,-153.09063720703125
1744472407.4775012,1333248,-150.94175720214844
1744472432.675648,1335296,-165.1290283203125
1744472457.8393059,1337344,-162.5395965576172
1744472482.9693124,1339392,-174.76966857910156
1744472508.0155466,1341440,-171.9271697998047
1744472533.260429,1343488,-177.78749084472656
1744472558.5824037,1345536,-176.25233459472656
1744472583.7732983,1347584,-174.99325561523438
1744472609.1014977,1349632,-174.29241943359375
1744472634.2136812,1351680,-181.13980102539062
1744472659.2818859,1353728,-169.99415588378906
1744472684.3203447,1355776,-151.0513916015625
1744472709.4940062,1357824,-141.07650756835938
1744472734.6955009,1359872,-140.33847045898438
1744472759.9045377,1361920,-140.40419006347656
1744472785.111076,1363968,-137.6187286376953
1744472810.291029,1366016,-137.3607940673828
1744472835.5082803,1368064,-137.37359619140625
1744472860.7356336,1370112,-144.27175903320312
1744472885.9746683,1372160,-144.5684356689453
1744472911.1044252,1374208,-144.8876190185547
1744472936.145309,1376256,-142.4724578857422
1744472961.2615483,1378304,-141.47412109375
1744472986.5797834,1380352,-137.50904846191406
1744473011.9433706,1382400,-125.66693878173828
1744473037.2286813,1384448,-113.64045715332031
1744473062.3773248,1386496,-108.10498046875
1744473087.4614818,1388544,-96.20828247070312
1744473112.5881789,1390592,-85.533203125
1744473137.8642676,1392640,-85.28292846679688
1744473162.976588,1394688,-90.47702026367188
1744473188.5957289,1396736,-94.23263549804688
1744473213.865296,1398784,-97.4848403930664
